timestamp,position_lat,position_long,altitude,cadence,distance,speed,power,accumulated_power,vertical_oscillation,stance_time,activity_type,vertical_ratio,step_length,x_Effort Pace_0_16
1144402620,606712602,55677194,2615,81,157550,1772,138,118884,840,3360,1,1280,6600,1.7719999551773071
1144402621,606712636,55677138,2615,81,157600,1772,138,119022,850,3370,1,1290,6600,1.7719999551773071
1144402622,606712671,55677083,2615,81,157600,1769,138,119160,850,3400,1,1290,6600,1.7690000534057617
1144402623,606712666,55677001,2615,81,157600,1769,138,119298,860,3430,1,1300,6600,1.7690000534057617
1144402624,606712662,55676918,2615,81,157600,1769,132,119430,860,3460,1,1300,6600,1.7690000534057617
1144402625,606712609,55676813,2615,81,157600,1769,126,119556,860,3500,1,1310,6600,1.7690000534057617
1144402626,606712556,55676709,2615,81,157850,1769,126,119682,860,3530,1,1310,6600,1.7690000534057617
1144402627,606712487,55676569,2615,81,158100,1769,126,119808,870,3560,1,1320,6600,1.7690000534057617
1144402628,606712418,55676429,2615,81,158200,1769,126,119934,870,3570,1,1320,6600,1.7690000534057617
1144402629,606712395,55676256,2615,81,158300,1769,126,120060,870,3580,1,1320,6600,1.7690000534057617
1144402630,606712374,55676083,2615,81,158400,1769,126,120186,860,3560,1,1310,6600,1.7690000534057617
1144402631,606712426,55675906,2615,81,158500,1769,126,120312,860,3550,1,1310,6600,1.7690000534057617
1144402632,606712480,55675731,2615,79,158650,1769,126,120438,860,3550,1,1300,6600,1.7690000534057617
1144402633,606712634,55675624,2615,77,158800,1769,126,120564,860,3550,1,1300,6600,1.7690000534057617
1144402634,606712788,55675518,2615,67,159000,1675,126,120690,860,3580,1,1310,6300,1.6749999523162842
1144402635,606712961,55675398,2615,58,159200,1581,126,120816,860,3620,1,1320,6100,1.5800000429153442
1144402636,606713134,55675280,2615,58,159400,1461,119,120935,860,3650,1,1310,6500,1.4609999656677246
1144402637,606713311,55675133,2615,59,159600,1344,112,121047,860,3680,1,1300,6900,1.343999981880188
1144402638,606713490,55674987,2615,59,159750,1347,103,121150,860,3740,1,1290,6900,1.347000002861023
1144402639,606713639,55674861,2615,59,159900,1350,95,121245,860,3800,1,1290,6900,1.350000023841858
1144402640,606713790,55674736,2615,59,160000,1356,95,121340,860,1900,1,1280,6900,1.3550000190734863
1144402641,606713907,55674636,2615,59,160100,1361,96,121436,860,0,1,1280,6900,1.3609999418258667
1144402642,606714025,55674536,2615,59,160200,1364,96,121532,860,0,1,1270,6900,1.3630000352859497
1144402643,606714129,55674444,2615,59,160300,1367,97,121629,860,0,1,1260,7000,1.3660000562667847
1144402644,606714234,55674352,2615,58,160400,1375,97,121726,430,0,1,630,7000,1.3739999532699585
1144402645,606714349,55674239,2615,58,160500,1383,97,121823,0,0,1,0,7000,1.3830000162124634
1144402646,606714466,55674126,2615,58,160700,1394,97,121920,0,0,1,0,7100,1.3940000534057617
1144402647,606714592,55673983,2615,58,160900,1406,98,122018,0,0,1,0,7200,1.4049999713897705
1144402648,606714718,55673841,2615,58,161050,1414,99,122117,0,0,1,0,7200,1.4129999876022339
1144402649,606714824,55673662,2615,58,161200,1422,100,122217,0,0,1,0,7300,1.4220000505447388
1144402650,606714930,55673483,2615,58,161300,1428,100,122317,0,0,1,0,7300,1.4270000457763672
1144402651,606715032,55673283,2615,58,161400,1436,101,122418,0,0,1,0,7400,1.4359999895095825
1144402652,606715134,55673083,2615,58,161600,1436,101,122519,0,0,1,0,7400,1.4359999895095825
1144402653,606715261,55672886,2615,58,161800,1439,102,122621,0,0,1,0,7500,1.437999963760376
1144402654,606715388,55672689,2615,58,161950,1444,102,122723,0,0,1,0,7500,1.444000005722046
1144402655,606715538,55672493,2615,58,162100,1450,102,122825,0,0,1,0,7500,1.4490000009536743
1144402656,606715687,55672298,2615,58,162300,1450,102,122927,0,0,1,0,7400,1.4490000009536743
1144402657,606715832,55672109,2615,58,162500,1450,103,123030,0,0,1,0,7400,1.4490000009536743
1144402658,606715979,55671921,2615,58,162700,1450,103,123133,0,0,1,0,7400,1.4490000009536743
1144402659,606716128,55671740,2615,58,162900,1453,103,123236,0,0,1,0,7500,1.4520000219345093
1144402660,606716278,55671560,2615,58,163050,1453,103,123339,0,0,1,0,7500,1.4520000219345093
1144402661,606716426,55671380,2615,58,163200,1453,103,123442,0,0,1,0,7500,1.4520000219345093
1144402662,606716576,55671201,2615,58,163350,1453,103,123545,0,0,1,0,7500,1.4520000219345093
1144402663,606716697,55671058,2615,58,163500,1456,103,123648,0,0,1,0,7500,1.4550000429153442
1144402664,606716819,55670915,2615,58,163600,1456,103,123751,0,0,1,0,7500,1.4550000429153442
1144402665,606716945,55670787,2615,58,163700,1458,104,123855,0,0,1,0,7500,1.4579999446868896
1144402666,606717073,55670659,2615,58,163850,1458,104,123959,0,0,1,0,7500,1.4579999446868896
1144402667,606717208,55670529,2615,58,164000,1461,104,124063,0,0,1,0,7600,1.4609999656677246
1144402668,606717344,55670399,2615,57,164150,1461,104,124167,0,0,1,0,7600,1.4609999656677246
1144402669,606717479,55670257,2615,57,164300,1461,104,124271,0,0,1,0,7600,1.4609999656677246
1144402670,606717615,55670115,2615,57,164500,1461,104,124375,0,0,1,0,7600,1.4609999656677246
1144402671,606717757,55669967,2615,57,164700,1464,104,124479,0,0,1,0,7600,1.4630000591278076
1144402672,606717900,55669820,2615,57,164850,1464,104,124583,0,0,1,0,7600,1.4630000591278076
1144402673,606718039,55669662,2615,57,165000,1464,104,124687,0,0,1,0,7600,1.4630000591278076
1144402674,606718179,55669506,2615,57,165150,1464,104,124791,0,0,1,0,7600,1.4630000591278076
1144402675,606718282,55669334,2615,57,165300,1464,104,124895,0,0,1,0,7600,1.4630000591278076
1144402676,606718385,55669163,2615,57,165400,1464,104,124999,0,0,1,0,7600,1.4630000591278076
1144402677,606718449,55669002,2615,57,165500,1464,104,125103,0,0,1,0,7600,1.4630000591278076
1144402678,606718513,55668842,2615,57,165600,1464,104,125207,0,0,1,0,7600,1.4630000591278076
1144402679,606718566,55668687,2615,58,165700,1464,104,125311,0,0,1,0,7600,1.4630000591278076
1144402680,606718618,55668533,2615,58,165800,1469,104,125415,0,0,1,0,7600,1.468999981880188
1144402681,606718684,55668370,2615,58,165900,1475,104,125519,0,0,1,0,7600,1.4739999771118164
1144402682,606718750,55668207,2615,58,166050,1478,104,125623,0,0,1,0,7600,1.4769999980926514
1144402683,606718829,55668016,2615,58,166200,1483,105,125728,0,0,1,0,7700,1.4830000400543213
1144402684,606718909,55667825,2615,58,166350,1478,105,125833,0,0,1,0,7600,1.4769999980926514
1144402685,606719005,55667630,2615,58,166500,1475,105,125938,0,0,1,0,7600,1.4739999771118164
1144402686,606719100,55667437,2615,58,166650,1472,105,126043,0,0,1,0,7600,1.472000002861023
1144402687,606719237,55667300,2615,58,166800,1469,105,126148,0,0,1,0,7600,1.468999981880188
1144402688,606719376,55667163,2615,58,167000,1467,104,126252,0,0,1,0,7600,1.465999960899353
1144402689,606719559,55667066,2615,58,167200,1467,104,126356,0,0,1,0,7600,1.465999960899353
1144402690,606719743,55666969,2615,58,167400,1464,104,126460,0,0,1,0,7600,1.4630000591278076
1144402691,606719933,55666820,2615,58,167600,1464,104,126564,0,0,1,0,7600,1.4630000591278076
1144402692,606720124,55666672,2615,58,167800,1458,104,126668,0,0,1,0,7500,1.4579999446868896
1144402693,606720282,55666480,2615,58,168000,1456,104,126772,0,0,1,0,7400,1.4550000429153442
1144402694,606720442,55666288,2615,58,168150,1453,104,126876,0,0,1,0,7400,1.4520000219345093
1144402695,606720583,55666063,2615,58,168300,1450,104,126980,0,0,1,0,7400,1.4490000009536743
1144402696,606720724,55665838,2615,58,168500,1450,103,127083,0,0,1,0,7400,1.4490000009536743
1144402697,606720871,55665581,2615,58,168700,1453,103,127186,0,0,1,0,7500,1.4520000219345093
1144402698,606721017,55665324,2615,58,168900,1464,103,127289,0,0,1,0,7500,1.4630000591278076
1144402699,606721159,55665111,2615,58,169100,1475,103,127392,0,0,1,0,7600,1.4739999771118164
1144402700,606721301,55664897,2615,58,169250,1481,104,127496,0,0,1,0,7600,1.4800000190734863
1144402701,606721412,55664732,2615,58,169400,1486,105,127601,0,0,1,0,7700,1.4859999418258667
1144402702,606721523,55664568,2615,58,169500,1489,105,127706,0,0,1,0,7700,1.4880000352859497
1144402703,606721616,55664441,2615,58,169600,1494,106,127812,0,0,1,0,7700,1.49399995803833
1144402704,606721710,55664315,2615,58,169700,1494,106,127918,0,0,1,0,7700,1.49399995803833
1144402705,606721812,55664180,2615,58,169800,1497,106,128024,0,0,1,0,7800,1.496999979019165
1144402706,606721913,55664046,2615,58,169950,1497,106,128130,0,0,1,0,7800,1.496999979019165
1144402707,606722033,55663910,2615,58,170100,1500,106,128236,0,0,1,0,7800,1.5
1144402708,606722153,55663774,2615,58,170250,1508,106,128342,0,0,1,0,7800,1.5080000162124634
1144402709,606722291,55663624,2615,58,170400,1517,106,128448,0,0,1,0,7800,1.5160000324249268
1144402710,606722430,55663474,2615,58,170600,1522,107,128555,0,0,1,0,7800,1.5219999551773071
1144402711,606722631,55663306,2615,58,170800,1528,108,128663,0,0,1,0,7900,1.5269999504089355
1144402712,606722833,55663137,2615,58,171100,1531,108,128771,0,0,1,0,7900,1.5299999713897705
1144402713,606723071,55662933,2615,58,171400,1536,109,128880,0,0,1,0,8000,1.5360000133514404
1144402714,606723308,55662730,2615,71,171650,1547,109,128989,0,0,1,0,7900,1.5470000505447388
1144402715,606723548,55662509,2615,85,171900,1558,109,129098,0,0,1,0,7800,1.5579999685287476
1144402716,606723789,55662287,2615,85,172150,1658,110,129208,0,0,1,0,7000,1.6579999923706055
1144402717,606724046,55662085,2615,85,172400,1758,111,129319,0,0,1,0,6200,1.7580000162124634
1144402718,606724304,55661885,2615,85,172700,1894,118,129437,420,1520,1,570,6600,1.8940000534057617
1144402719,606724581,55661713,2615,85,173000,2031,125,129562,840,3040,1,1150,7100,2.0299999713897705
1144402720,606724859,55661541,2615,85,173250,2131,134,129696,840,2980,1,1150,7400,2.130000114440918
1144402721,606725115,55661381,2615,86,173500,2233,144,129840,840,2930,1,1160,7800,2.2330000400543213
1144402722,606725373,55661221,2615,86,173700,2300,151,129991,840,2880,1,1160,8000,2.2990000247955322
1144402723,606725605,55661012,2615,86,173900,2367,158,130149,850,2840,1,1170,8200,2.365999937057495
1144402724,606725836,55660805,2615,86,174200,2403,163,130312,850,2790,1,1160,8300,2.4019999504089355
1144402725,606726079,55660551,2615,86,174500,2439,168,130480,860,2750,1,1160,8500,2.437999963760376
1144402726,606726324,55660297,2615,86,174800,2464,170,130650,860,2720,1,1120,8500,2.4630000591278076
1144402727,606726574,55660072,2615,86,175100,2489,173,130823,860,2700,1,1090,8600,2.48799991607666
1144402728,606726825,55659849,2615,86,175350,2514,175,130998,860,2680,1,1060,8700,2.513000011444092
1144402729,606727079,55659680,2615,87,175600,2539,177,131175,860,2660,1,1040,8800,2.5380001068115234
1144402730,606727333,55659510,2615,86,175800,2547,178,131353,860,2650,1,1030,8800,2.546999931335449
1144402731,606727562,55659359,2615,86,176000,2556,180,131533,870,2640,1,1020,8800,2.555000066757202
1144402732,606727791,55659207,2615,86,176200,2558,181,131714,870,2630,1,1010,8800,2.558000087738037
1144402733,606727976,55659013,2615,87,176400,2561,182,131896,870,2630,1,1000,8800,2.561000108718872
1144402734,606728161,55658818,2615,87,176600,2561,182,132078,870,2600,1,1000,8800,2.561000108718872
1144402735,606728269,55658570,2615,87,176800,2561,182,132260,870,2570,1,1000,8800,2.561000108718872
1144402736,606728376,55658323,2615,86,176950,2558,182,132442,870,2550,1,1000,8800,2.558000087738037
1144402737,606728401,55658074,2615,86,177100,2556,182,132624,880,2530,1,1000,8800,2.555000066757202
1144402738,606728427,55657825,2615,85,177250,2528,182,132806,880,2520,1,1000,8800,2.5269999504089355
1144402739,606728359,55657541,2615,85,177400,2503,182,132988,880,2520,1,1000,8800,2.502000093460083
1144402740,606728292,55657258,2615,84,177650,2472,179,133167,880,2520,1,1000,8700,2.4719998836517334
1144402741,606728159,55656945,2615,84,177900,2444,177,133344,880,2520,1,1010,8600,2.444000005722046
1144402742,606728025,55656634,2615,84,178150,2419,175,133519,880,2530,1,1010,8500,2.4189999103546143
1144402743,606727862,55656281,2615,85,178400,2397,173,133692,890,2550,1,1020,8500,2.3970000743865967
1144402744,606727700,55655928,2615,85,178700,2383,171,133863,880,2560,1,1020,8400,2.382999897003174
1144402745,606727542,55655552,2615,86,179000,2372,170,134033,880,2580,1,1020,8300,2.371999979019165
1144402746,606727385,55655177,2615,86,179250,2364,169,134202,880,2590,1,1020,8200,2.4130001068115234
1144402747,606727232,55654806,2615,86,179500,2356,168,134370,880,2610,1,1030,8200,2.4549999237060547
1144402748,606727079,55654435,2615,86,179750,2347,171,134541,870,2620,1,1030,8100,2.444000005722046
1144402749,606726912,55654081,2615,87,180000,2342,175,134716,870,2640,1,1040,8100,2.433000087738037
1144402750,606726746,55653728,2615,87,180250,2336,174,134890,870,2650,1,1040,8000,2.427000045776367
1144402751,606726555,55653396,2615,88,180500,2331,174,135064,870,2660,1,1050,8000,2.4240000247955322
1144402752,606726365,55653066,2620,88,180800,2328,173,135237,860,2670,1,1050,7900,2.4739999771118164
1144402753,606726155,55652747,2620,88,181100,2328,173,135410,860,2680,1,1060,7900,2.5250000953674316
1144402754,606725946,55652430,2620,88,181350,2333,177,135587,860,2680,1,1060,7900,2.5299999713897705
1144402755,606725742,55652098,2620,89,181600,2342,181,135768,860,2690,1,1070,7900,2.5360000133514404
1144402756,606725539,55651766,2620,88,181850,2356,181,135949,850,2700,1,1060,7900,2.552000045776367
1144402757,606725349,55651431,2620,88,182100,2372,182,136131,850,2710,1,1060,8000,2.569000005722046
1144402758,606725161,55651096,2620,88,182350,2375,183,136314,840,2710,1,1050,8000,2.575000047683716
1144402759,606724994,55650744,2620,88,182600,2381,184,136498,840,2710,1,1050,8100,2.5799999237060547
1144402760,606724828,55650392,2620,88,182900,2383,184,136682,830,2710,1,1040,8100,2.5859999656677246
1144402761,606724670,55650010,2620,88,183200,2386,185,136867,830,2710,1,1040,8100,2.5910000801086426
1144402762,606724513,55649630,2620,88,183450,2386,185,137052,820,2700,1,1030,8100,2.48799991607666
1144402763,606724364,55649250,2620,88,183700,2389,186,137238,820,2700,1,1020,8100,2.388000011444092
1144402764,606724216,55648872,2620,88,183950,2392,186,137424,820,2690,1,1020,8100,2.3910000324249268
1144402765,606724070,55648506,2620,89,184200,2394,186,137610,820,2690,1,1020,8100,2.3940000534057617
1144402766,606723925,55648141,2620,89,184450,2394,186,137796,820,2680,1,1010,8100,2.3940000534057617
1144402767,606723770,55647790,2620,89,184700,2397,186,137982,820,2680,1,1010,8100,2.3970000743865967
1144402768,606723615,55647439,2620,89,184950,2397,178,138160,820,2670,1,1010,8100,2.3970000743865967
1144402769,606723442,55647098,2620,89,185200,2400,170,138330,820,2660,1,1010,8100,2.4000000953674316
1144402770,606723270,55646758,2620,89,185500,2400,170,138500,820,2650,1,1010,8100,2.4000000953674316
1144402771,606723081,55646395,2620,89,185800,2400,170,138670,820,2640,1,1010,8100,2.4000000953674316
1144402772,606722894,55646033,2620,89,186100,2400,170,138840,820,2620,1,1010,8100,2.4000000953674316
1144402773,606722694,55645659,2620,89,186400,2403,170,139010,820,2610,1,1010,8100,2.4019999504089355
1144402774,606722494,55645287,2620,89,186650,2403,170,139180,820,2600,1,1010,8100,2.4000000953674316
1144402775,606722280,55644930,2620,89,186900,2403,170,139350,820,2600,1,1010,8100,2.4000000953674316
1144402776,606722065,55644574,2620,88,187200,2403,170,139520,820,2600,1,1010,8100,2.4519999027252197
1144402777,606721843,55644226,2620,88,187500,2406,170,139690,820,2600,1,1020,8100,2.507999897003174
1144402778,606721622,55643879,2620,88,187800,2406,174,139864,820,2600,1,1020,8100,2.507999897003174
1144402779,606721404,55643537,2620,88,188100,2408,179,140043,830,2600,1,1020,8200,2.507999897003174
1144402780,606721187,55643194,2620,88,188400,2408,179,140222,830,2600,1,1020,8200,2.507999897003174
1144402781,606720950,55642841,2620,88,188700,2411,179,140401,830,2610,1,1020,8300,2.507999897003174
1144402782,606720714,55642488,2620,88,189000,2411,179,140580,830,2610,1,1020,8200,2.507999897003174
1144402783,606720472,55642102,2620,88,189300,2414,179,140759,830,2610,1,1020,8200,2.507999897003174
1144402784,606720231,55641716,2620,88,189650,2422,179,140938,830,2610,1,1020,8200,2.5160000324249268
1144402785,606720014,55641303,2620,88,190000,2431,179,141117,830,2620,1,1020,8300,2.5269999504089355
1144402786,606719797,55640892,2620,88,190300,2442,180,141297,830,2620,1,1010,8300,2.5380001068115234
1144402787,606719596,55640455,2620,88,190600,2453,181,141478,830,2630,1,1010,8300,2.549999952316284
1144402788,606719396,55640018,2620,88,190900,2464,181,141659,830,2630,1,1010,8300,2.562999963760376
1144402789,606719209,55639585,2620,88,191200,2478,182,141841,840,2630,1,1010,8400,2.5799999237060547
1144402790,606719023,55639152,2620,88,191500,2486,183,142024,830,2630,1,1000,8400,2.5859999656677246
1144402791,606718855,55638714,2620,88,191800,2494,184,142208,830,2630,1,1000,8500,2.5910000801086426
1144402792,606718690,55638278,2620,88,192150,2497,184,142392,830,2620,1,1000,8500,2.5940001010894775
1144402793,606718523,55637834,2620,88,192500,2503,185,142577,830,2610,1,1000,8500,2.5989999771118164
1144402794,606718357,55637390,2620,88,192800,2503,185,142762,830,2600,1,990,8500,2.6050000190734863
1144402795,606718178,55636942,2620,89,193100,2506,186,142948,830,2590,1,990,8500,2.6110000610351562
1144402796,606717999,55636494,2620,89,193400,2508,186,143134,830,2580,1,980,8500,2.6110000610351562
1144402797,606717803,55636073,2625,89,193700,2511,186,143320,830,2570,1,980,8500,2.6110000610351562
1144402798,606717609,55635652,2625,88,194000,2511,186,143506,830,2560,1,980,8500,2.6110000610351562
1144402799,606717436,55635247,2625,88,194300,2514,186,143692,830,2560,1,980,8500,2.6110000610351562
1144402800,606717264,55634843,2625,88,194550,2514,186,143878,830,2550,1,970,8500,2.615999937057495
1144402801,606717109,55634443,2625,88,194800,2517,186,144064,830,2540,1,970,8600,2.621999979019165
1144402802,606716955,55634044,2625,87,195050,2519,186,144250,830,2530,1,970,8600,2.680000066757202
1144402803,606716796,55633665,2625,87,195300,2525,187,144437,830,2530,1,970,8700,2.740999937057495
1144402804,606716638,55633288,2625,87,195550,2531,192,144629,830,2530,1,960,8700,2.746999979019165
1144402805,606716474,55632950,2625,88,195800,2536,197,144826,830,2530,1,960,8700,2.752000093460083
1144402806,606716312,55632612,2625,88,196050,2539,197,145023,820,2530,1,960,8600,2.811000108718872
1144402807,606716142,55632290,2630,88,196300,2544,198,145221,820,2530,1,960,8600,2.871999979019165
1144402808,606715973,55631968,2630,87,196550,2561,202,145423,820,2530,1,950,8700,2.8940000534057617
1144402809,606715814,55631638,2630,87,196800,2578,207,145630,820,2540,1,950,8800,2.9159998893737793
1144402810,606715656,55631309,2630,87,197050,2594,208,145838,820,2540,1,950,8800,2.933000087738037
1144402811,606715485,55630923,2630,87,197300,2611,210,146048,830,2540,1,950,8900,2.9489998817443848
1144402812,606715315,55630537,2630,87,197650,2614,211,146259,830,2550,1,950,8900,2.9549999237060547
1144402813,606715118,55630129,2630,87,198000,2617,213,146472,830,2560,1,950,9000,2.9609999656677246
1144402814,606714921,55629722,2630,88,198300,2617,213,146685,830,2560,1,950,8900,2.9609999656677246
1144402815,606714734,55629331,2630,89,198600,2617,213,146898,840,2560,1,950,8800,2.9609999656677246
1144402816,606714547,55628941,2630,89,198850,2644,213,147111,840,2560,1,940,8900,2.98799991607666
1144402817,606714390,55628585,2630,89,199100,2672,213,147324,840,2560,1,940,9000,3.0160000324249268
1144402818,606714232,55628230,2630,89,199350,2683,215,147539,840,2550,1,940,9000,3.0269999504089355
1144402819,606714077,55627861,2630,89,199600,2694,218,147757,850,2540,1,950,9100,3.0409998893737793
1144402820,606713923,55627494,2630,89,199850,2703,218,147975,850,2530,1,940,9100,3.052000045776367
1144402821,606713771,55627117,2630,89,200100,2711,219,148194,850,2530,1,940,9100,3.062999963760376
1144402822,606713618,55626740,2630,89,200350,2714,220,148414,850,2520,1,940,9100,3.005000114440918
1144402823,606713458,55626400,2630,89,200600,2719,221,148635,850,2510,1,940,9100,2.947000026702881
1144402824,606713299,55626060,2630,89,200850,2728,216,148851,850,2500,1,940,9100,2.8410000801086426
1144402825,606713123,55625728,2630,90,201100,2739,212,149063,850,2490,1,940,9100,2.73799991607666
1144402826,606712948,55625398,2630,89,201400,2744,212,149275,850,2470,1,940,9100,2.74399995803833
1144402827,606712752,55625035,2630,89,201700,2750,213,149488,860,2460,1,940,9200,2.749000072479248
1144402828,606712557,55624672,2630,89,202000,2753,204,149692,860,2450,1,930,9300,2.752000093460083
1144402829,606712344,55624273,2630,88,202300,2758,195,149887,860,2450,1,930,9400,2.757999897003174
1144402830,606712130,55623873,2630,88,202600,2761,195,150082,860,2440,1,930,9400,2.760999917984009
1144402831,606711916,55623476,2630,88,202900,2767,196,150278,860,2440,1,930,9400,2.7660000324249268
1144402832,606711701,55623078,2630,87,203200,2767,196,150474,850,2440,1,920,9400,2.7660000324249268
1144402833,606711486,55622717,2630,87,203500,2767,197,150671,850,2440,1,920,9500,2.7660000324249268
1144402834,606711271,55622355,2630,87,203800,2767,197,150868,850,2440,1,910,9500,2.7660000324249268
1144402835,606711054,55622011,2630,87,204100,2769,197,151065,860,2450,1,910,9500,2.7690000534057617
1144402836,606710838,55621667,2630,88,204350,2769,197,151262,860,2450,1,910,9400,2.7690000534057617
1144402837,606710603,55621334,2630,89,204600,2769,197,151459,860,2460,1,910,9400,2.7690000534057617
1144402838,606710369,55621002,2630,89,204950,2769,197,151656,860,2460,1,910,9300,2.7690000534057617
1144402839,606710131,55620696,2630,89,205300,2772,197,151853,860,2470,1,910,9300,2.7720000743865967
1144402840,606709892,55620390,2630,89,205550,2772,197,152050,860,2470,1,910,9300,2.7720000743865967
1144402841,606709680,55620083,2630,89,205800,2772,197,152247,860,2470,1,910,9300,2.7720000743865967
1144402842,606709469,55619776,2630,88,206050,2772,197,152444,860,2470,1,910,9300,2.7720000743865967
1144402843,606709274,55619466,2625,88,206300,2772,197,152641,860,2480,1,910,9400,2.7720000743865967
1144402844,606709080,55619156,2625,88,206550,2772,197,152838,850,2480,1,910,9400,2.7720000743865967
1144402845,606708873,55618831,2625,87,206800,2772,197,153035,850,2490,1,910,9500,2.7720000743865967
1144402846,606708667,55618508,2625,87,207100,2775,197,153232,850,2500,1,900,9500,2.7739999294281006
1144402847,606708449,55618167,2625,87,207400,2778,197,153429,850,2510,1,900,9500,2.7769999504089355
1144402848,606708230,55617825,2625,87,207700,2781,197,153626,850,2510,1,900,9500,2.7829999923706055
1144402849,606708000,55617494,2625,88,208000,2786,197,153823,850,2520,1,900,9500,2.7880001068115234
1144402850,606707771,55617162,2625,88,208250,2789,197,154020,840,2520,1,890,9500,2.7880001068115234
1144402851,606707544,55616826,2625,88,208500,2792,198,154218,840,2530,1,890,9500,2.7909998893737793
1144402852,606707319,55616490,2625,88,208800,2794,198,154416,840,2530,1,890,9500,2.7939999103546143
1144402853,606707088,55616144,2625,88,209100,2797,198,154614,840,2540,1,890,9500,2.796999931335449
1144402854,606706858,55615798,2625,88,209450,2797,198,154812,840,2540,1,880,9500,2.796999931335449
1144402855,606706608,55615482,2625,88,209800,2800,199,155011,840,2540,1,880,9500,2.7990000247955322
1144402856,606706358,55615167,2625,88,210050,2800,199,155210,840,2540,1,880,9500,2.7990000247955322
1144402857,606706110,55614956,2625,88,210300,2800,199,155409,840,2550,1,890,9500,2.7990000247955322
1144402858,606705862,55614745,2625,88,210550,2800,199,155608,840,2550,1,880,9500,2.7990000247955322
1144402859,606705602,55614616,2625,88,210800,2803,199,155807,840,2550,1,880,9500,2.802000045776367
1144402860,606705342,55614488,2625,88,211050,2803,199,156006,840,2550,1,880,9500,2.802000045776367
1144402861,606705078,55614410,2625,88,211300,2806,199,156205,840,2560,1,880,9500,2.805000066757202
1144402862,606704816,55614331,2625,88,211550,2806,199,156404,840,2550,1,880,9500,2.805000066757202
1144402863,606704553,55614257,2625,88,211800,2806,199,156603,840,2550,1,890,9500,2.805000066757202
1144402864,606704291,55614183,2625,88,212050,2803,199,156802,840,2550,1,890,9500,2.802000045776367
1144402865,606704020,55614096,2625,88,212300,2800,199,157001,850,2550,1,890,9500,2.7990000247955322
1144402866,606703750,55614009,2625,88,212600,2797,199,157200,840,2550,1,890,9500,2.796999931335449
1144402867,606703448,55613931,2625,88,212900,2794,199,157399,840,2550,1,890,9500,2.7939999103546143
1144402868,606703148,55613855,2625,87,213200,2792,198,157597,840,2540,1,880,9500,2.7909998893737793
1144402869,606702836,55613779,2625,87,213500,2789,198,157795,840,2540,1,880,9600,2.7880001068115234
1144402870,606702526,55613703,2625,87,213750,2786,198,157993,830,2530,1,870,9600,2.7860000133514404
1144402871,606702214,55613639,2625,87,214000,2786,198,158191,830,2520,1,870,9600,2.7860000133514404
1144402872,606701902,55613576,2625,87,214300,2786,198,158389,830,2510,1,870,9600,2.7860000133514404
1144402873,606701609,55613498,2625,87,214600,2786,198,158587,830,2510,1,870,9600,2.7860000133514404
1144402874,606701315,55613421,2625,87,214850,2786,198,158785,830,2500,1,860,9600,2.7860000133514404
1144402875,606701024,55613354,2625,87,215100,2786,198,158983,830,2500,1,860,9600,2.7860000133514404
1144402876,606700734,55613287,2625,87,215400,2786,198,159181,820,2490,1,860,9500,2.7860000133514404
1144402877,606700459,55613244,2625,88,215700,2786,198,159379,820,2490,1,860,9500,2.7860000133514404
1144402878,606700183,55613201,2625,87,215950,2786,198,159577,820,2490,1,860,9500,2.7860000133514404
1144402879,606699924,55613207,2625,87,216200,2786,198,159775,820,2500,1,860,9500,2.7860000133514404
1144402880,606699667,55613214,2625,87,216400,2783,198,159973,820,2500,1,860,9500,2.7829999923706055
1144402881,606699430,55613312,2625,87,216600,2783,198,160171,820,2510,1,860,9500,2.7829999923706055
1144402882,606699194,55613410,2625,87,216850,2781,197,160368,820,2510,1,860,9500,2.7799999713897705
1144402883,606698983,55613591,2625,87,217100,2781,197,160565,820,2510,1,870,9500,2.7799999713897705
1144402884,606698772,55613773,2625,87,217300,2781,197,160762,820,2510,1,870,9500,2.7799999713897705
1144402885,606698580,55614022,2625,87,217500,2781,197,160959,830,2520,1,870,9500,2.7799999713897705
1144402886,606698388,55614273,2625,87,217750,2767,197,161156,830,2520,1,870,9500,2.7660000324249268
1144402887,606698204,55614566,2630,87,218000,2756,197,161353,830,2530,1,880,9500,2.755000114440918
1144402888,606698020,55614859,2630,87,218250,2753,196,161549,830,2540,1,880,9500,2.752000093460083
1144402889,606697846,55615140,2630,87,218500,2750,196,161745,840,2550,1,890,9500,2.749000072479248
1144402890,606697673,55615421,2630,87,218700,2747,195,161940,840,2550,1,890,9400,2.746999979019165
1144402891,606697498,55615698,2630,87,218900,2747,195,162135,850,2560,1,900,9400,2.746999979019165
1144402892,606697322,55615975,2630,87,219150,2747,195,162330,850,2560,1,900,9400,2.746999979019165
1144402893,606697153,55616224,2630,88,219400,2747,195,162525,860,2570,1,910,9400,2.746999979019165
1144402894,606696983,55616474,2630,88,219550,2744,195,162720,860,2570,1,910,9400,2.74399995803833
1144402895,606696809,55616674,2630,88,219700,2744,195,162915,860,2570,1,910,9400,2.74399995803833
1144402896,606696635,55616876,2630,87,219950,2744,194,163109,860,2570,1,910,9400,2.74399995803833
1144402897,606696457,55617119,2630,87,220200,2744,194,163303,860,2570,1,910,9400,2.74399995803833
1144402898,606696281,55617364,2630,87,220450,2742,194,163497,860,2570,1,910,9400,2.740999937057495
